Week_Ending,Vehicle,Beginning_Mileage,Ending_Mileage,Total_Miles,Office,Year,Make,Model
10/2/2021,246,14975,15340,365,DN,2021,Toyota,Tacoma
10/9/2021,246,15340,15666,326,DN,2021,Toyota,Tacoma
10/16/2021,246,15666,16115,449,DN,2021,Toyota,Tacoma
10/23/2021,246,16115,16414,299,DN,2021,Toyota,Tacoma
10/30/2021,246,16414,16867,453,DN,2021,Toyota,Tacoma
11/6/2021,246,16867,16989,122,DN,2021,Toyota,Tacoma
11/13/2021,246,16989,17318,329,DN,2021,Toyota,Tacoma
11/20/2021,246,17318,17613,295,DN,2021,Toyota,Tacoma
11/27/2021,246,17613,17977,364,DN,2021,Toyota,Tacoma
12/4/2021,246,17977,18222,245,DN,2021,Toyota,Tacoma
12/11/2021,246,18222,18498,276,DN,2021,Toyota,Tacoma
12/18/2021,246,18498,18743,245,DN,2021,Toyota,Tacoma
12/25/2021,246,18743,18969,226,DN,2021,Toyota,Tacoma
1/1/2022,246,18969,19111,142,DN,2021,Toyota,Tacoma
1/8/2022,246,19111,19368,257,DN,2021,Toyota,Tacoma
1/15/2022,246,19368,19632,264,DN,2021,Toyota,Tacoma
1/22/2022,246,19632,19896,264,DN,2021,Toyota,Tacoma
1/29/2022,246,19896,20173,277,DN,2021,Toyota,Tacoma
2/19/2022,246,20682,20962,280,DN,2021,Toyota,Tacoma
2/26/2022,246,20962,21258,296,DN,2021,Toyota,Tacoma
3/5/2022,246,21258,21597,339,DN,2021,Toyota,Tacoma
3/12/2022,246,21597,21861,264,DN,2021,Toyota,Tacoma
3/19/2022,246,21861,22142,281,DN,2021,Toyota,Tacoma
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
